"access.field","demand.type","access.type","trip.type","time","threshold","before.after","gap","gini.low","gini.mid","gini.high"
"abs.non.mor.72min.after","emp.pct","abs","non","mor","72","after",0.36,"0.11",0.17,0.14
"abs.non.mor.75min.after","emp.pct","abs","non","mor","75","after",0.36,"0.1",0.15,0.12
"rel.non.mor.1.after","emp.pct","rel","non","mor","1","after",0.38,"0.24",0.31,0.33
"rel.non.mor.1.2.after","emp.pct","rel","non","mor","1.2","after",0.37,"0.17",0.2,0.23
"rel.non.mor.1.4.after","emp.pct","rel","non","mor","1.4","after",0.36,"0.16",0.18,0.2
"rel.non.mor.1.6.after","emp.pct","rel","non","mor","1.6","after",0.37,"0.16",0.19,0.2
"rel.non.mor.1.8.after","emp.pct","rel","non","mor","1.8","after",0.38,"0.15",0.2,0.19
"rel.non.mor.2.after","emp.pct","rel","non","mor","2","after",0.39,"0.12",0.17,0.15
"rel.non.mor.2.2.after","emp.pct","rel","non","mor","2.2","after",0.38,"0.09",0.12,0.11
"rel.non.mor.2.4.after","emp.pct","rel","non","mor","2.4","after",0.38,"0.06",0.09,0.08
"rel.non.mor.2.6.after","emp.pct","rel","non","mor","2.6","after",0.38,"0.04",0.06,0.05
"rel.non.mor.2.8.after","emp.pct","rel","non","mor","2.8","after",0.38,"0.03",0.04,0.04
"rel.non.mor.3.after","emp.pct","rel","non","mor","3","after",0.39,"0.02",0.03,0.03
"abs.com.mor.30min.before","dis.pct","abs","com","mor","30","before",0.29,"1",0.73,0.74
"abs.com.mor.33min.before","dis.pct","abs","com","mor","33","before",0.31,"1",0.7,0.72
"abs.com.mor.36min.before","dis.pct","abs","com","mor","36","before",0.32,"1",0.67,0.7
"abs.com.mor.39min.before","dis.pct","abs","com","mor","39","before",0.32,"1",0.65,0.68
"abs.com.mor.42min.before","dis.pct","abs","com","mor","42","before",0.32,"1",0.62,0.65
"abs.com.mor.45min.before","dis.pct","abs","com","mor","45","before",0.33,"1",0.6,0.64
"abs.com.mor.48min.before","dis.pct","abs","com","mor","48","before",0.33,"1",0.58,0.62
"abs.com.mor.51min.before","dis.pct","abs","com","mor","51","before",0.32,"1",0.56,0.6
"abs.com.mor.54min.before","dis.pct","abs","com","mor","54","before",0.32,"1",0.54,0.58
"abs.com.mor.57min.before","dis.pct","abs","com","mor","57","before",0.32,"1",0.52,0.56
"abs.com.mor.60min.before","dis.pct","abs","com","mor","60","before",0.32,"1",0.51,0.54
"abs.com.mor.63min.before","dis.pct","abs","com","mor","63","before",0.33,"1",0.49,0.51
"abs.com.mor.66min.before","dis.pct","abs","com","mor","66","before",0.33,"1",0.47,0.49
"abs.com.mor.69min.before","dis.pct","abs","com","mor","69","before",0.33,"1",0.45,0.47
"abs.com.mor.72min.before","dis.pct","abs","com","mor","72","before",0.33,"1",0.44,0.45
"abs.com.mor.75min.before","dis.pct","abs","com","mor","75","before",0.33,"1",0.42,0.44
"rel.com.mor.1.before","dis.pct","rel","com","mor","1","before",0.42,"1",1,1
"rel.com.mor.1.2.before","dis.pct","rel","com","mor","1.2","before",0.42,"1",0.99,1
"rel.com.mor.1.4.before","dis.pct","rel","com","mor","1.4","before",0.39,"1",0.98,0.99
"rel.com.mor.1.6.before","dis.pct","rel","com","mor","1.6","before",0.35,"1",0.96,0.98
"rel.com.mor.1.8.before","dis.pct","rel","com","mor","1.8","before",0.29,"1",0.92,0.96
"rel.com.mor.2.before","dis.pct","rel","com","mor","2","before",0.24,"1",0.86,0.89
"rel.com.mor.2.2.before","dis.pct","rel","com","mor","2.2","before",0.24,"1",0.79,0.79
"rel.com.mor.2.4.before","dis.pct","rel","com","mor","2.4","before",0.26,"1",0.69,0.67
"rel.com.mor.2.6.before","dis.pct","rel","com","mor","2.6","before",0.27,"1",0.59,0.54
"rel.com.mor.2.8.before","dis.pct","rel","com","mor","2.8","before",0.28,"1",0.51,0.45
"rel.com.mor.3.before","dis.pct","rel","com","mor","3","before",0.29,"1",0.45,0.37
"abs.non.mor.30min.before","dis.pct","abs","non","mor","30","before",0.3,"1",0.71,0.69
"abs.non.mor.33min.before","dis.pct","abs","non","mor","33","before",0.31,"1",0.68,0.67
"abs.non.mor.36min.before","dis.pct","abs","non","mor","36","before",0.32,"1",0.66,0.65
"abs.non.mor.39min.before","dis.pct","abs","non","mor","39","before",0.32,"1",0.64,0.64
"abs.non.mor.42min.before","dis.pct","abs","non","mor","42","before",0.32,"1",0.62,0.61
"abs.non.mor.45min.before","dis.pct","abs","non","mor","45","before",0.32,"1",0.6,0.6
"abs.non.mor.48min.before","dis.pct","abs","non","mor","48","before",0.32,"1",0.58,0.58
"abs.non.mor.51min.before","dis.pct","abs","non","mor","51","before",0.32,"1",0.56,0.57
"abs.non.mor.54min.before","dis.pct","abs","non","mor","54","before",0.32,"1",0.54,0.55
"abs.non.mor.57min.before","dis.pct","abs","non","mor","57","before",0.32,"1",0.53,0.54
"abs.non.mor.60min.before","dis.pct","abs","non","mor","60","before",0.32,"1",0.51,0.52
"abs.non.mor.63min.before","dis.pct","abs","non","mor","63","before",0.32,"1",0.49,0.5
"abs.non.mor.66min.before","dis.pct","abs","non","mor","66","before",0.32,"1",0.47,0.48
"abs.non.mor.69min.before","dis.pct","abs","non","mor","69","before",0.32,"1",0.45,0.46
"abs.non.mor.72min.before","dis.pct","abs","non","mor","72","before",0.32,"1",0.43,0.44
"abs.non.mor.75min.before","dis.pct","abs","non","mor","75","before",0.32,"1",0.42,0.42
"rel.non.mor.1.before","dis.pct","rel","non","mor","1","before",0.42,"1",1,1
"rel.non.mor.1.2.before","dis.pct","rel","non","mor","1.2","before",0.41,"1",0.99,1
"rel.non.mor.1.4.before","dis.pct","rel","non","mor","1.4","before",0.38,"1",0.98,0.98
"rel.non.mor.1.6.before","dis.pct","rel","non","mor","1.6","before",0.33,"1",0.95,0.96
"rel.non.mor.1.8.before","dis.pct","rel","non","mor","1.8","before",0.28,"1",0.92,0.93
"rel.non.mor.2.before","dis.pct","rel","non","mor","2","before",0.24,"1",0.86,0.86
"rel.non.mor.2.2.before","dis.pct","rel","non","mor","2.2","before",0.24,"1",0.77,0.78
"rel.non.mor.2.4.before","dis.pct","rel","non","mor","2.4","before",0.27,"1",0.67,0.67
"rel.non.mor.2.6.before","dis.pct","rel","non","mor","2.6","before",0.29,"1",0.57,0.55
"rel.non.mor.2.8.before","dis.pct","rel","non","mor","2.8","before",0.29,"1",0.49,0.44
"rel.non.mor.3.before","dis.pct","rel","non","mor","3","before",0.29,"1",0.42,0.37
"abs.com.mor.30min.after","dis.pct","abs","com","mor","30","after",0.35,"1",0.2,0.21
"abs.com.mor.33min.after","dis.pct","abs","com","mor","33","after",0.35,"1",0.2,0.2
"abs.com.mor.36min.after","dis.pct","abs","com","mor","36","after",0.35,"1",0.19,0.2
"abs.com.mor.39min.after","dis.pct","abs","com","mor","39","after",0.36,"1",0.19,0.2
"abs.com.mor.42min.after","dis.pct","abs","com","mor","42","after",0.36,"1",0.19,0.21
"abs.com.mor.45min.after","dis.pct","abs","com","mor","45","after",0.36,"1",0.19,0.21
"abs.com.mor.48min.after","dis.pct","abs","com","mor","48","after",0.37,"1",0.18,0.21
"abs.com.mor.51min.after","dis.pct","abs","com","mor","51","after",0.37,"1",0.17,0.21
"abs.com.mor.54min.after","dis.pct","abs","com","mor","54","after",0.37,"1",0.16,0.21
"abs.com.mor.57min.after","dis.pct","abs","com","mor","57","after",0.36,"1",0.16,0.2
"abs.com.mor.60min.after","dis.pct","abs","com","mor","60","after",0.36,"1",0.15,0.2
"abs.com.mor.63min.after","dis.pct","abs","com","mor","63","after",0.36,"1",0.14,0.19
"abs.com.mor.66min.after","dis.pct","abs","com","mor","66","after",0.36,"1",0.13,0.19
"abs.com.mor.69min.after","dis.pct","abs","com","mor","69","after",0.36,"1",0.12,0.18
"abs.com.mor.72min.after","dis.pct","abs","com","mor","72","after",0.35,"1",0.1,0.16
"abs.com.mor.75min.after","dis.pct","abs","com","mor","75","after",0.36,"1",0.09,0.14
"rel.com.mor.1.after","dis.pct","rel","com","mor","1","after",0.35,"1",0.29,0.37
"rel.com.mor.1.2.after","dis.pct","rel","com","mor","1.2","after",0.34,"1",0.22,0.27
"rel.com.mor.1.4.after","dis.pct","rel","com","mor","1.4","after",0.33,"1",0.2,0.24
"rel.com.mor.1.6.after","dis.pct","rel","com","mor","1.6","after",0.34,"1",0.2,0.24
"rel.com.mor.1.8.after","dis.pct","rel","com","mor","1.8","after",0.34,"1",0.18,0.23
"rel.com.mor.2.after","dis.pct","rel","com","mor","2","after",0.35,"1",0.14,0.19
"rel.com.mor.2.2.after","dis.pct","rel","com","mor","2.2","after",0.34,"1",0.1,0.13
"rel.com.mor.2.4.after","dis.pct","rel","com","mor","2.4","after",0.35,"1",0.07,0.09
"rel.com.mor.2.6.after","dis.pct","rel","com","mor","2.6","after",0.35,"1",0.05,0.06
"rel.com.mor.2.8.after","dis.pct","rel","com","mor","2.8","after",0.36,"1",0.03,0.04
"rel.com.mor.3.after","dis.pct","rel","com","mor","3","after",0.36,"1",0.02,0.03
"abs.non.mor.30min.after","dis.pct","abs","non","mor","30","after",0.33,"1",0.19,0.18
"abs.non.mor.33min.after","dis.pct","abs","non","mor","33","after",0.33,"1",0.19,0.18
"abs.non.mor.36min.after","dis.pct","abs","non","mor","36","after",0.34,"1",0.19,0.18
"abs.non.mor.39min.after","dis.pct","abs","non","mor","39","after",0.34,"1",0.2,0.19
"abs.non.mor.42min.after","dis.pct","abs","non","mor","42","after",0.34,"1",0.2,0.19
"abs.non.mor.45min.after","dis.pct","abs","non","mor","45","after",0.35,"1",0.19,0.2
"abs.non.mor.48min.after","dis.pct","abs","non","mor","48","after",0.35,"1",0.18,0.2
"abs.non.mor.51min.after","dis.pct","abs","non","mor","51","after",0.35,"1",0.18,0.2
"abs.non.mor.54min.after","dis.pct","abs","non","mor","54","after",0.35,"1",0.17,0.2
"abs.non.mor.57min.after","dis.pct","abs","non","mor","57","after",0.34,"1",0.17,0.2
"abs.non.mor.60min.after","dis.pct","abs","non","mor","60","after",0.34,"1",0.17,0.2
"abs.non.mor.63min.after","dis.pct","abs","non","mor","63","after",0.34,"1",0.16,0.2
"abs.non.mor.66min.after","dis.pct","abs","non","mor","66","after",0.34,"1",0.15,0.19
"abs.non.mor.69min.after","dis.pct","abs","non","mor","69","after",0.34,"1",0.14,0.18
"abs.non.mor.72min.after","dis.pct","abs","non","mor","72","after",0.34,"1",0.12,0.17
"abs.non.mor.75min.after","dis.pct","abs","non","mor","75","after",0.34,"1",0.11,0.15
"rel.non.mor.1.after","dis.pct","rel","non","mor","1","after",0.34,"1",0.27,0.34
"rel.non.mor.1.2.after","dis.pct","rel","non","mor","1.2","after",0.32,"1",0.18,0.23
"rel.non.mor.1.4.after","dis.pct","rel","non","mor","1.4","after",0.32,"1",0.17,0.2
"rel.non.mor.1.6.after","dis.pct","rel","non","mor","1.6","after",0.33,"1",0.17,0.2
"rel.non.mor.1.8.after","dis.pct","rel","non","mor","1.8","after",0.34,"1",0.16,0.2
"rel.non.mor.2.after","dis.pct","rel","non","mor","2","after",0.34,"1",0.13,0.17
"rel.non.mor.2.2.after","dis.pct","rel","non","mor","2.2","after",0.34,"1",0.09,0.13
"rel.non.mor.2.4.after","dis.pct","rel","non","mor","2.4","after",0.34,"1",0.06,0.09
"rel.non.mor.2.6.after","dis.pct","rel","non","mor","2.6","after",0.34,"1",0.05,0.06
"rel.non.mor.2.8.after","dis.pct","rel","non","mor","2.8","after",0.34,"1",0.03,0.04
"rel.non.mor.3.after","dis.pct","rel","non","mor","3","after",0.35,"1",0.02,0.03
"abs.com.mor.30min.before","eld.pct","abs","com","mor","30","before",0.32,"0.75",0.75,0.74
"abs.com.mor.33min.before","eld.pct","abs","com","mor","33","before",0.32,"0.72",0.73,0.71
"abs.com.mor.36min.before","eld.pct","abs","com","mor","36","before",0.33,"0.69",0.7,0.68
"abs.com.mor.39min.before","eld.pct","abs","com","mor","39","before",0.33,"0.67",0.68,0.66
"abs.com.mor.42min.before","eld.pct","abs","com","mor","42","before",0.33,"0.64",0.65,0.64
"abs.com.mor.45min.before","eld.pct","abs","com","mor","45","before",0.33,"0.62",0.63,0.62
"abs.com.mor.48min.before","eld.pct","abs","com","mor","48","before",0.33,"0.61",0.62,0.59
"abs.com.mor.51min.before","eld.pct","abs","com","mor","51","before",0.33,"0.59",0.6,0.57
"abs.com.mor.54min.before","eld.pct","abs","com","mor","54","before",0.33,"0.57",0.57,0.54
"abs.com.mor.57min.before","eld.pct","abs","com","mor","57","before",0.33,"0.55",0.56,0.53
"abs.com.mor.60min.before","eld.pct","abs","com","mor","60","before",0.33,"0.53",0.54,0.51
"abs.com.mor.63min.before","eld.pct","abs","com","mor","63","before",0.33,"0.51",0.52,0.48
"abs.com.mor.66min.before","eld.pct","abs","com","mor","66","before",0.33,"0.49",0.5,0.46
"abs.com.mor.69min.before","eld.pct","abs","com","mor","69","before",0.33,"0.47",0.48,0.44
"abs.com.mor.72min.before","eld.pct","abs","com","mor","72","before",0.33,"0.45",0.47,0.42
"abs.com.mor.75min.before","eld.pct","abs","com","mor","75","before",0.33,"0.43",0.46,0.4
"rel.com.mor.1.before","eld.pct","rel","com","mor","1","before",0.49,"0.99",1,1
"rel.com.mor.1.2.before","eld.pct","rel","com","mor","1.2","before",0.48,"0.99",0.99,0.99
"rel.com.mor.1.4.before","eld.pct","rel","com","mor","1.4","before",0.46,"0.97",0.99,0.98
"rel.com.mor.1.6.before","eld.pct","rel","com","mor","1.6","before",0.41,"0.94",0.97,0.97
"rel.com.mor.1.8.before","eld.pct","rel","com","mor","1.8","before",0.35,"0.91",0.93,0.94
"rel.com.mor.2.before","eld.pct","rel","com","mor","2","before",0.3,"0.84",0.87,0.89
"rel.com.mor.2.2.before","eld.pct","rel","com","mor","2.2","before",0.3,"0.75",0.79,0.81
"rel.com.mor.2.4.before","eld.pct","rel","com","mor","2.4","before",0.32,"0.63",0.69,0.7
"rel.com.mor.2.6.before","eld.pct","rel","com","mor","2.6","before",0.33,"0.53",0.58,0.61
"rel.com.mor.2.8.before","eld.pct","rel","com","mor","2.8","before",0.34,"0.44",0.49,0.52
"rel.com.mor.3.before","eld.pct","rel","com","mor","3","before",0.34,"0.38",0.43,0.45
"abs.non.mor.30min.before","eld.pct","abs","non","mor","30","before",0.32,"0.73",0.72,0.69
"abs.non.mor.33min.before","eld.pct","abs","non","mor","33","before",0.32,"0.7",0.7,0.66
"abs.non.mor.36min.before","eld.pct","abs","non","mor","36","before",0.33,"0.67",0.68,0.64
"abs.non.mor.39min.before","eld.pct","abs","non","mor","39","before",0.33,"0.65",0.65,0.62
"abs.non.mor.42min.before","eld.pct","abs","non","mor","42","before",0.33,"0.63",0.63,0.61
"abs.non.mor.45min.before","eld.pct","abs","non","mor","45","before",0.34,"0.61",0.61,0.59
"abs.non.mor.48min.before","eld.pct","abs","non","mor","48","before",0.34,"0.59",0.59,0.57
"abs.non.mor.51min.before","eld.pct","abs","non","mor","51","before",0.34,"0.58",0.58,0.56
"abs.non.mor.54min.before","eld.pct","abs","non","mor","54","before",0.33,"0.56",0.56,0.54
"abs.non.mor.57min.before","eld.pct","abs","non","mor","57","before",0.33,"0.54",0.54,0.52
"abs.non.mor.60min.before","eld.pct","abs","non","mor","60","before",0.33,"0.52",0.53,0.5
"abs.non.mor.63min.before","eld.pct","abs","non","mor","63","before",0.33,"0.5",0.51,0.47
"abs.non.mor.66min.before","eld.pct","abs","non","mor","66","before",0.33,"0.48",0.49,0.45
"abs.non.mor.69min.before","eld.pct","abs","non","mor","69","before",0.33,"0.46",0.47,0.43
"abs.non.mor.72min.before","eld.pct","abs","non","mor","72","before",0.33,"0.44",0.45,0.41
"abs.non.mor.75min.before","eld.pct","abs","non","mor","75","before",0.33,"0.42",0.44,0.39
"rel.non.mor.1.before","eld.pct","rel","non","mor","1","before",0.49,"1",1,0.99
"rel.non.mor.1.2.before","eld.pct","rel","non","mor","1.2","before",0.48,"0.99",0.99,0.99
"rel.non.mor.1.4.before","eld.pct","rel","non","mor","1.4","before",0.45,"0.97",0.99,0.98
"rel.non.mor.1.6.before","eld.pct","rel","non","mor","1.6","before",0.4,"0.95",0.96,0.95
"rel.non.mor.1.8.before","eld.pct","rel","non","mor","1.8","before",0.34,"0.92",0.92,0.92
"rel.non.mor.2.before","eld.pct","rel","non","mor","2","before",0.3,"0.84",0.87,0.87
"rel.non.mor.2.2.before","eld.pct","rel","non","mor","2.2","before",0.3,"0.72",0.79,0.81
"rel.non.mor.2.4.before","eld.pct","rel","non","mor","2.4","before",0.33,"0.62",0.68,0.7
"rel.non.mor.2.6.before","eld.pct","rel","non","mor","2.6","before",0.34,"0.51",0.57,0.6
"rel.non.mor.2.8.before","eld.pct","rel","non","mor","2.8","before",0.35,"0.42",0.48,0.52
"rel.non.mor.3.before","eld.pct","rel","non","mor","3","before",0.35,"0.35",0.41,0.44
"abs.com.mor.30min.after","eld.pct","abs","com","mor","30","after",0.35,"0.21",0.21,0.22
"abs.com.mor.33min.after","eld.pct","abs","com","mor","33","after",0.34,"0.2",0.2,0.21
"abs.com.mor.36min.after","eld.pct","abs","com","mor","36","after",0.34,"0.2",0.2,0.21
"abs.com.mor.39min.after","eld.pct","abs","com","mor","39","after",0.35,"0.2",0.2,0.21
"abs.com.mor.42min.after","eld.pct","abs","com","mor","42","after",0.34,"0.21",0.2,0.21
"abs.com.mor.45min.after","eld.pct","abs","com","mor","45","after",0.34,"0.22",0.21,0.2
"abs.com.mor.48min.after","eld.pct","abs","com","mor","48","after",0.33,"0.22",0.2,0.19
"abs.com.mor.51min.after","eld.pct","abs","com","mor","51","after",0.32,"0.21",0.2,0.18
"abs.com.mor.54min.after","eld.pct","abs","com","mor","54","after",0.32,"0.21",0.2,0.16
"abs.com.mor.57min.after","eld.pct","abs","com","mor","57","after",0.31,"0.21",0.19,0.15
"abs.com.mor.60min.after","eld.pct","abs","com","mor","60","after",0.31,"0.2",0.19,0.14
"abs.com.mor.63min.after","eld.pct","abs","com","mor","63","after",0.31,"0.19",0.18,0.13
"abs.com.mor.66min.after","eld.pct","abs","com","mor","66","after",0.31,"0.18",0.17,0.12
"abs.com.mor.69min.after","eld.pct","abs","com","mor","69","after",0.31,"0.17",0.16,0.11
"abs.com.mor.72min.after","eld.pct","abs","com","mor","72","after",0.31,"0.15",0.14,0.09
"abs.com.mor.75min.after","eld.pct","abs","com","mor","75","after",0.31,"0.13",0.13,0.08
"rel.com.mor.1.after","eld.pct","rel","com","mor","1","after",0.35,"0.28",0.35,0.34
"rel.com.mor.1.2.after","eld.pct","rel","com","mor","1.2","after",0.35,"0.22",0.26,0.26
"rel.com.mor.1.4.after","eld.pct","rel","com","mor","1.4","after",0.34,"0.2",0.22,0.24
"rel.com.mor.1.6.after","eld.pct","rel","com","mor","1.6","after",0.33,"0.2",0.22,0.25
"rel.com.mor.1.8.after","eld.pct","rel","com","mor","1.8","after",0.33,"0.19",0.2,0.23
"rel.com.mor.2.after","eld.pct","rel","com","mor","2","after",0.33,"0.15",0.16,0.18
"rel.com.mor.2.2.after","eld.pct","rel","com","mor","2.2","after",0.33,"0.1",0.11,0.13
"rel.com.mor.2.4.after","eld.pct","rel","com","mor","2.4","after",0.33,"0.07",0.07,0.09
"rel.com.mor.2.6.after","eld.pct","rel","com","mor","2.6","after",0.33,"0.05",0.05,0.06
"rel.com.mor.2.8.after","eld.pct","rel","com","mor","2.8","after",0.33,"0.03",0.04,0.04
"rel.com.mor.3.after","eld.pct","rel","com","mor","3","after",0.34,"0.02",0.02,0.03
"abs.non.mor.30min.after","eld.pct","abs","non","mor","30","after",0.35,"0.21",0.17,0.19
"abs.non.mor.33min.after","eld.pct","abs","non","mor","33","after",0.34,"0.2",0.18,0.19
"abs.non.mor.36min.after","eld.pct","abs","non","mor","36","after",0.34,"0.21",0.18,0.18
"abs.non.mor.39min.after","eld.pct","abs","non","mor","39","after",0.34,"0.22",0.19,0.18
"abs.non.mor.42min.after","eld.pct","abs","non","mor","42","after",0.33,"0.22",0.19,0.18
"abs.non.mor.45min.after","eld.pct","abs","non","mor","45","after",0.33,"0.22",0.2,0.18
"abs.non.mor.48min.after","eld.pct","abs","non","mor","48","after",0.32,"0.22",0.2,0.17
"abs.non.mor.51min.after","eld.pct","abs","non","mor","51","after",0.32,"0.22",0.2,0.16
"abs.non.mor.54min.after","eld.pct","abs","non","mor","54","after",0.32,"0.21",0.2,0.15
"abs.non.mor.57min.after","eld.pct","abs","non","mor","57","after",0.32,"0.21",0.2,0.15
"abs.non.mor.60min.after","eld.pct","abs","non","mor","60","after",0.31,"0.21",0.19,0.14
"abs.non.mor.63min.after","eld.pct","abs","non","mor","63","after",0.32,"0.2",0.19,0.13
"abs.non.mor.66min.after","eld.pct","abs","non","mor","66","after",0.32,"0.19",0.18,0.12
"abs.non.mor.69min.after","eld.pct","abs","non","mor","69","after",0.32,"0.18",0.17,0.11
"abs.non.mor.72min.after","eld.pct","abs","non","mor","72","after",0.32,"0.16",0.16,0.1
"abs.non.mor.75min.after","eld.pct","abs","non","mor","75","after",0.32,"0.15",0.14,0.09
"rel.non.mor.1.after","eld.pct","rel","non","mor","1","after",0.35,"0.25",0.32,0.31
"rel.non.mor.1.2.after","eld.pct","rel","non","mor","1.2","after",0.35,"0.17",0.21,0.22
"rel.non.mor.1.4.after","eld.pct","rel","non","mor","1.4","after",0.34,"0.16",0.17,0.2
"rel.non.mor.1.6.after","eld.pct","rel","non","mor","1.6","after",0.34,"0.17",0.18,0.21
"rel.non.mor.1.8.after","eld.pct","rel","non","mor","1.8","after",0.34,"0.17",0.18,0.2
"rel.non.mor.2.after","eld.pct","rel","non","mor","2","after",0.34,"0.14",0.15,0.16
"rel.non.mor.2.2.after","eld.pct","rel","non","mor","2.2","after",0.34,"0.1",0.11,0.12
"rel.non.mor.2.4.after","eld.pct","rel","non","mor","2.4","after",0.34,"0.07",0.07,0.08
"rel.non.mor.2.6.after","eld.pct","rel","non","mor","2.6","after",0.34,"0.05",0.05,0.06
"rel.non.mor.2.8.after","eld.pct","rel","non","mor","2.8","after",0.34,"0.03",0.04,0.04
"rel.non.mor.3.after","eld.pct","rel","non","mor","3","after",0.34,"0.03",0.03,0.03
"abs.com.mor.30min.before","chi.pct","abs","com","mor","30","before",0.32,"0.7",0.76,0.71
"abs.com.mor.33min.before","chi.pct","abs","com","mor","33","before",0.33,"0.67",0.75,0.67
"abs.com.mor.36min.before","chi.pct","abs","com","mor","36","before",0.34,"0.64",0.73,0.64
"abs.com.mor.39min.before","chi.pct","abs","com","mor","39","before",0.34,"0.61",0.71,0.61
"abs.com.mor.42min.before","chi.pct","abs","com","mor","42","before",0.35,"0.58",0.69,0.59
"abs.com.mor.45min.before","chi.pct","abs","com","mor","45","before",0.35,"0.55",0.67,0.58
"abs.com.mor.48min.before","chi.pct","abs","com","mor","48","before",0.36,"0.53",0.65,0.57
"abs.com.mor.51min.before","chi.pct","abs","com","mor","51","before",0.36,"0.5",0.64,0.56
"abs.com.mor.54min.before","chi.pct","abs","com","mor","54","before",0.36,"0.47",0.62,0.54
"abs.com.mor.57min.before","chi.pct","abs","com","mor","57","before",0.36,"0.46",0.6,0.52
"abs.com.mor.60min.before","chi.pct","abs","com","mor","60","before",0.36,"0.44",0.58,0.51
"abs.com.mor.63min.before","chi.pct","abs","com","mor","63","before",0.37,"0.42",0.57,0.49
"abs.com.mor.66min.before","chi.pct","abs","com","mor","66","before",0.37,"0.39",0.55,0.47
"abs.com.mor.69min.before","chi.pct","abs","com","mor","69","before",0.37,"0.37",0.53,0.45
"abs.com.mor.72min.before","chi.pct","abs","com","mor","72","before",0.37,"0.36",0.52,0.44
"abs.com.mor.75min.before","chi.pct","abs","com","mor","75","before",0.37,"0.34",0.51,0.42
"rel.com.mor.1.before","chi.pct","rel","com","mor","1","before",0.49,"0.99",1,1
"rel.com.mor.1.2.before","chi.pct","rel","com","mor","1.2","before",0.48,"0.99",0.99,0.99
"rel.com.mor.1.4.before","chi.pct","rel","com","mor","1.4","before",0.46,"0.96",0.99,0.99
"rel.com.mor.1.6.before","chi.pct","rel","com","mor","1.6","before",0.42,"0.94",0.98,0.98
"rel.com.mor.1.8.before","chi.pct","rel","com","mor","1.8","before",0.36,"0.9",0.95,0.95
"rel.com.mor.2.before","chi.pct","rel","com","mor","2","before",0.3,"0.84",0.9,0.87
"rel.com.mor.2.2.before","chi.pct","rel","com","mor","2.2","before",0.29,"0.77",0.83,0.77
"rel.com.mor.2.4.before","chi.pct","rel","com","mor","2.4","before",0.31,"0.64",0.73,0.66
"rel.com.mor.2.6.before","chi.pct","rel","com","mor","2.6","before",0.32,"0.54",0.63,0.55
"rel.com.mor.2.8.before","chi.pct","rel","com","mor","2.8","before",0.33,"0.46",0.54,0.46
"rel.com.mor.3.before","chi.pct","rel","com","mor","3","before",0.34,"0.39",0.47,0.39
"abs.non.mor.30min.before","chi.pct","abs","non","mor","30","before",0.34,"0.67",0.72,0.67
"abs.non.mor.33min.before","chi.pct","abs","non","mor","33","before",0.34,"0.64",0.71,0.64
"abs.non.mor.36min.before","chi.pct","abs","non","mor","36","before",0.35,"0.62",0.69,0.62
"abs.non.mor.39min.before","chi.pct","abs","non","mor","39","before",0.35,"0.6",0.67,0.6
"abs.non.mor.42min.before","chi.pct","abs","non","mor","42","before",0.36,"0.57",0.66,0.58
"abs.non.mor.45min.before","chi.pct","abs","non","mor","45","before",0.36,"0.55",0.64,0.56
"abs.non.mor.48min.before","chi.pct","abs","non","mor","48","before",0.36,"0.53",0.63,0.55
"abs.non.mor.51min.before","chi.pct","abs","non","mor","51","before",0.36,"0.51",0.62,0.54
"abs.non.mor.54min.before","chi.pct","abs","non","mor","54","before",0.36,"0.48",0.6,0.53
"abs.non.mor.57min.before","chi.pct","abs","non","mor","57","before",0.36,"0.46",0.59,0.51
"abs.non.mor.60min.before","chi.pct","abs","non","mor","60","before",0.36,"0.44",0.58,0.49
"abs.non.mor.63min.before","chi.pct","abs","non","mor","63","before",0.37,"0.42",0.56,0.48
"abs.non.mor.66min.before","chi.pct","abs","non","mor","66","before",0.37,"0.39",0.54,0.46
"abs.non.mor.69min.before","chi.pct","abs","non","mor","69","before",0.37,"0.37",0.52,0.44
"abs.non.mor.72min.before","chi.pct","abs","non","mor","72","before",0.37,"0.35",0.51,0.42
"abs.non.mor.75min.before","chi.pct","abs","non","mor","75","before",0.37,"0.33",0.49,0.41
"rel.non.mor.1.before","chi.pct","rel","non","mor","1","before",0.49,"0.99",1,1
"rel.non.mor.1.2.before","chi.pct","rel","non","mor","1.2","before",0.48,"0.98",0.99,0.99
"rel.non.mor.1.4.before","chi.pct","rel","non","mor","1.4","before",0.45,"0.95",0.99,0.98
"rel.non.mor.1.6.before","chi.pct","rel","non","mor","1.6","before",0.4,"0.93",0.97,0.97
"rel.non.mor.1.8.before","chi.pct","rel","non","mor","1.8","before",0.35,"0.89",0.93,0.94
"rel.non.mor.2.before","chi.pct","rel","non","mor","2","before",0.3,"0.83",0.89,0.87
"rel.non.mor.2.2.before","chi.pct","rel","non","mor","2.2","before",0.3,"0.75",0.82,0.77
"rel.non.mor.2.4.before","chi.pct","rel","non","mor","2.4","before",0.32,"0.64",0.72,0.65
"rel.non.mor.2.6.before","chi.pct","rel","non","mor","2.6","before",0.33,"0.53",0.62,0.54
"rel.non.mor.2.8.before","chi.pct","rel","non","mor","2.8","before",0.33,"0.44",0.53,0.44
"rel.non.mor.3.before","chi.pct","rel","non","mor","3","before",0.34,"0.37",0.46,0.37
"abs.com.mor.30min.after","chi.pct","abs","com","mor","30","after",0.36,"0.23",0.21,0.19
